|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   7212 |   9   |   14  |  0   |  2   |    0.00    | 5  | 3  | 1  | 5  |  3  |  4  |  2  | 0  | 2  |      52     |    13    |   0.00   |     0.64    |  0.00  |   0.52  | ibmq_brooklyn  |
|   7213 |   5   |   43  |  9   |  8   |    0.21    | 9  | 5  | 8  | 5  |  9  |  6  |  8  | 11 | 8  |     109     |    15    |   1.80   |     0.12    |  1.00  |   0.71  | ibmq_marrakesh |
|   7214 |   5   |   38  |  8   |  10  |    0.21    | 10 | 5  | 6  | 8  |  5  |  7  |  11 | 4  | 11 |     110     |    15    |   1.60   |     0.13    |  0.73  |   0.70  |  ibmq_sydney   |
|   7215 |   11  |   10  |  3   |  3   |    0.30    | 1  | 6  | 7  | 2  |  5  |  3  |  2  | 4  | 6  |      63     |    15    |   0.27   |     1.10    |  0.75  |   0.62  |  ibmq_quebec   |
|   7216 |   4   |   13  |  1   |  2   |    0.08    | 2  | 1  | 1  | 2  |  0  |  1  |  2  | 0  | 2  |      27     |    13    |   0.25   |     0.31    |  0.33  |   0.48  |  ibmq_sydney   |
|   7217 |   10  |   38  |  13  |  8   |    0.34    | 6  | 12 | 22 | 10 |  11 |  12 |  19 | 12 | 11 |     173     |    15    |   1.30   |     0.26    |  1.44  |   0.71  |  ibmq_quebec   |
|   7218 |   7   |   29  |  7   |  10  |    0.24    | 6  | 10 | 11 | 5  |  8  |  6  |  12 | 7  | 9  |     116     |    15    |   1.00   |     0.24    |  0.64  |   0.72  |ibmq_sherbrooke |
|   7219 |   6   |   35  |  7   |  9   |    0.20    | 7  | 5  | 9  | 7  |  6  |  8  |  10 | 5  | 9  |     110     |    15    |   1.17   |     0.17    |  0.70  |   0.68  |ibmq_sherbrooke |
|   7220 |   11  |   17  |  6   |  5   |    0.35    | 6  | 5  | 9  | 10 |  9  |  2  |  5  | 6  | 5  |      95     |    15    |   0.55   |     0.65    |  1.00  |   0.65  | ibmq_melbourne |
|   7221 |   6   |   31  |  7   |  5   |    0.23    | 9  | 8  | 7  | 12 |  4  |  11 |  8  | 10 | 6  |     113     |    15    |   1.17   |     0.19    |  1.17  |   0.71  | ibmq_brooklyn  |
|   7222 |   9   |   44  |  13  |  21  |    0.30    | 15 | 16 | 17 | 10 |  14 |  20 |  9  | 14 | 14 |     204     |    15    |   1.44   |     0.20    |  0.59  |   0.74  |ibmq_washington |
|   7223 |   4   |   23  |  6   |  2   |    0.26    | 8  | 5  | 2  | 4  |  4  |  3  |  1  | 3  | 0  |      54     |    14    |   1.50   |     0.17    |  2.00  |   0.59  | ibmq_singapore |
|   7224 |   9   |   38  |  11  |  13  |    0.29    | 5  | 15 | 4  | 17 |  12 |  11 |  11 | 16 | 16 |     168     |    15    |   1.22   |     0.24    |  0.79  |   0.71  |ibmq_sherbrooke |
|   7225 |   5   |   12  |  3   |  3   |    0.25    | 4  | 4  | 0  | 1  |  2  |  1  |  3  | 4  | 5  |      40     |    14    |   0.60   |     0.42    |  0.75  |   0.68  |  ibmq_sydney   |
|   7226 |   10  |   13  |  5   |  5   |    0.38    | 2  | 3  | 3  | 7  |  1  |  2  |  3  | 3  | 7  |      62     |    15    |   0.50   |     0.77    |  0.83  |   0.58  |  ibmq_quebec   |
|   7227 |   7   |   12  |  4   |  2   |    0.33    | 2  | 3  | 4  | 5  |  5  |  7  |  2  | 3  | 2  |      53     |    14    |   0.57   |     0.58    |  1.33  |   0.66  |ibmq_sherbrooke |
|   7228 |   10  |   33  |  14  |  9   |    0.42    | 10 | 10 | 12 | 8  |  9  |  11 |  13 | 9  | 15 |     162     |    15    |   1.40   |     0.30    |  1.40  |   0.65  | ibmq_marrakesh |
|   7229 |   8   |   13  |  3   |  2   |    0.23    | 5  | 2  | 4  | 2  |  1  |  3  |  1  | 4  | 4  |      49     |    15    |   0.38   |     0.62    |  1.00  |   0.57  | ibmq_rochester |
|   7230 |   6   |   13  |  3   |  3   |    0.23    | 1  | 3  | 2  | 4  |  2  |  4  |  0  | 2  | 4  |      43     |    14    |   0.50   |     0.46    |  0.75  |   0.58  |ibmq_sherbrooke |
|   7231 |   6   |   38  |  12  |  10  |    0.32    | 4  | 7  | 4  | 10 |  7  |  9  |  5  | 4  | 7  |     105     |    15    |   2.00   |     0.16    |  1.09  |   0.64  |  ibmq_sydney   |
|   7232 |   9   |   25  |  13  |  8   |    0.52    | 8  | 14 | 9  | 4  |  5  |  9  |  15 | 11 | 17 |     137     |    15    |   1.44   |     0.36    |  1.44  |   0.73  | ibmq_marrakesh |
|   7233 |   11  |   42  |  21  |  23  |    0.50    | 15 | 13 | 18 | 14 |  17 |  12 |  21 | 17 | 11 |     227     |    15    |   1.91   |     0.26    |  0.88  |   0.71  | ibmq_marrakesh |
|   7234 |   10  |   31  |  10  |  14  |    0.32    | 10 | 3  | 12 | 7  |  9  |  15 |  11 | 11 | 10 |     149     |    15    |   1.00   |     0.32    |  0.67  |   0.68  | ibmq_marrakesh |
|   7235 |   7   |   35  |  6   |  14  |    0.17    | 9  | 10 | 5  | 8  |  17 |  8  |  7  | 9  | 15 |     140     |    15    |   0.86   |     0.20    |  0.40  |   0.73  | ibmq_brooklyn  |
|   7236 |   11  |   32  |  16  |  20  |    0.50    | 11 | 9  | 11 | 16 |  8  |  15 |  13 | 10 | 10 |     181     |    15    |   1.45   |     0.34    |  0.76  |   0.68  |ibmq_sherbrooke |
|   7237 |   10  |   35  |  17  |  15  |    0.49    | 12 | 9  | 13 | 16 |  7  |  11 |  11 | 12 | 18 |     178     |    15    |   1.70   |     0.29    |  1.06  |   0.70  |ibmq_sherbrooke |
|   7238 |   4   |   15  |  1   |  3   |    0.07    | 4  | 4  | 2  | 3  |  1  |  0  |  1  | 3  | 3  |      35     |    14    |   0.25   |     0.27    |  0.25  |   0.69  |ibmq_sherbrooke |
|   7239 |   6   |   26  |  2   |  4   |    0.08    | 5  | 2  | 5  | 5  |  5  |  7  |  7  | 7  | 5  |      78     |    15    |   0.33   |     0.23    |  0.40  |   0.67  |  ibmq_prague   |
|   7240 |   6   |   14  |  5   |  4   |    0.36    | 3  | 0  | 6  | 5  |  4  |  1  |  1  | 3  | 1  |      45     |    14    |   0.83   |     0.43    |  1.00  |   0.62  |  ibmq_quebec   |
|   7241 |   5   |   29  |  3   |  6   |    0.10    | 3  | 4  | 4  | 6  |  7  |  5  |  9  | 5  | 11 |      81     |    15    |   0.60   |     0.17    |  0.43  |   0.74  | ibmq_rochester |
|   7242 |   6   |   33  |  14  |  12  |    0.42    | 11 | 9  | 11 | 10 |  9  |  5  |  7  | 5  | 9  |     125     |    15    |   2.33   |     0.18    |  1.08  |   0.70  | ibmq_peekskill |
|   7243 |   7   |   11  |  3   |  2   |    0.27    | 2  | 3  | 5  | 2  |  2  |  2  |  5  | 4  | 0  |      43     |    13    |   0.43   |     0.64    |  1.00  |   0.63  |  ibmq_quebec   |
|   7244 |   7   |   17  |  3   |  3   |    0.18    | 3  | 3  | 3  | 2  |  1  |  0  |  5  | 4  | 5  |      51     |    14    |   0.43   |     0.41    |  0.75  |   0.57  |  ibmq_prague   |
|   7245 |   6   |   23  |  4   |  4   |    0.17    | 4  | 7  | 3  | 9  |  2  |  9  |  8  | 7  | 4  |      80     |    15    |   0.67   |     0.26    |  0.80  |   0.71  | ibmq_peekskill |
|   7246 |   6   |   38  |  11  |  11  |    0.29    | 11 | 8  | 9  | 6  |  6  |  5  |  8  | 8  | 7  |     119     |    15    |   1.83   |     0.16    |  0.92  |   0.66  |  ibmq_sydney   |
|   7247 |   5   |   35  |  5   |  9   |    0.14    | 7  | 6  | 5  | 7  |  6  |  10 |  8  | 10 | 4  |      99     |    15    |   1.00   |     0.14    |  0.50  |   0.73  |  ibmq_mumbai   |
|   7248 |   8   |   25  |  5   |  5   |    0.20    | 11 | 6  | 6  | 9  |  6  |  6  |  7  | 6  | 9  |     103     |    15    |   0.62   |     0.32    |  0.83  |   0.69  | ibmq_rochester |
|   7249 |   5   |   32  |  8   |  8   |    0.25    | 11 | 5  | 12 | 7  |  6  |  5  |  4  | 10 | 2  |      99     |    15    |   1.60   |     0.16    |  0.89  |   0.71  |  ibmq_sydney   |
|   7250 |   8   |   11  |  7   |  0   |    0.64    | 3  | 4  | 2  | 4  |  1  |  1  |  3  | 3  | 4  |      47     |    14    |   0.88   |     0.73    |  7.00  |   0.53  |ibmq_sherbrooke |
|   7251 |   8   |   48  |  16  |  16  |    0.33    | 14 | 10 | 7  | 11 |  8  |  11 |  12 | 20 | 20 |     185     |    15    |   2.00   |     0.17    |  0.94  |   0.70  |ibmq_sherbrooke |
|   7252 |   4   |   18  |  5   |  5   |    0.28    | 2  | 5  | 4  | 1  |  5  |  3  |  2  | 4  | 1  |      47     |    15    |   1.25   |     0.22    |  0.83  |   0.68  |  ibmq_sydney   |
|   7253 |   10  |   43  |  19  |  12  |    0.44    | 20 | 8  | 4  | 10 |  14 |  9  |  14 | 20 | 16 |     191     |    15    |   1.90   |     0.23    |  1.46  |   0.66  | ibmq_marrakesh |
|   7254 |   4   |   17  |  5   |  1   |    0.29    | 1  | 3  | 3  | 1  |  4  |  5  |  5  | 2  | 3  |      44     |    15    |   1.25   |     0.24    |  2.50  |   0.64  |  ibmq_quebec   |
|   7255 |   5   |   19  |  3   |  2   |    0.16    | 3  | 0  | 4  | 8  |  2  |  2  |  7  | 3  | 3  |      51     |    14    |   0.60   |     0.26    |  1.00  |   0.67  | ibmq_marrakesh |
|   7256 |   5   |   28  |  3   |  7   |    0.11    | 7  | 1  | 10 | 8  |  4  |  1  |  4  | 6  | 3  |      75     |    15    |   0.60   |     0.18    |  0.38  |   0.68  |  ibmq_quebec   |
|   7257 |   4   |   40  |  6   |  5   |    0.15    | 10 | 7  | 8  | 6  |  11 |  4  |  6  | 7  | 6  |      98     |    15    |   1.50   |     0.10    |  1.00  |   0.71  | ibmq_manhattan |
|   7258 |   11  |   47  |  12  |  19  |    0.26    | 19 | 17 | 15 | 16 |  15 |  17 |  20 | 18 | 12 |     229     |    15    |   1.09   |     0.23    |  0.60  |   0.73  |  ibmq_quebec   |
|   7259 |   10  |   32  |  8   |  18  |    0.25    | 16 | 8  | 17 | 10 |  7  |  14 |  13 | 11 | 9  |     174     |    15    |   0.80   |     0.31    |  0.42  |   0.71  | ibmq_singapore |
|   7260 |   7   |   21  |  5   |  5   |    0.24    | 8  | 5  | 6  | 10 |  7  |  6  |  7  | 5  | 7  |      90     |    15    |   0.71   |     0.33    |  0.83  |   0.73  |  ibmq_sydney   |
|   7261 |   6   |   27  |  7   |  4   |    0.26    | 4  | 7  | 4  | 7  |  7  |  4  |  4  | 8  | 8  |      86     |    15    |   1.17   |     0.22    |  1.40  |   0.66  | ibmq_marrakesh |
|   7262 |   9   |   45  |  10  |  11  |    0.22    | 17 | 8  | 9  | 16 |  18 |  13 |  16 | 13 | 12 |     188     |    15    |   1.11   |     0.20    |  0.83  |   0.71  |ibmq_sherbrooke |
|   7263 |   7   |   24  |  11  |  6   |    0.46    | 12 | 9  | 7  | 3  |  9  |  8  |  3  | 5  | 6  |      98     |    15    |   1.57   |     0.29    |  1.57  |   0.69  |  ibmq_sydney   |
|   7264 |   5   |   29  |  9   |  4   |    0.31    | 6  | 9  | 3  | 5  |  2  |  5  |  5  | 9  | 7  |      78     |    15    |   1.80   |     0.17    |  1.80  |   0.71  | ibmq_peekskill |
|   7265 |   6   |   37  |  8   |  10  |    0.22    | 14 | 9  | 7  | 8  |  7  |  8  |  10 | 11 | 7  |     127     |    15    |   1.33   |     0.16    |  0.73  |   0.72  | ibmq_peekskill |
|   7266 |   5   |   14  |  2   |  4   |    0.14    | 2  | 2  | 1  | 6  |  2  |  2  |  3  | 6  | 2  |      42     |    14    |   0.40   |     0.36    |  0.40  |   0.71  |  ibmq_prague   |
|   7267 |   5   |   27  |  4   |  5   |    0.15    | 2  | 8  | 4  | 5  |  6  |  9  |  7  | 6  | 2  |      75     |    15    |   0.80   |     0.19    |  0.67  |   0.72  | ibmq_marrakesh |
|   7268 |   7   |   40  |  9   |  14  |    0.23    | 11 | 11 | 6  | 14 |  13 |  10 |  16 | 9  | 10 |     154     |    15    |   1.29   |     0.17    |  0.60  |   0.74  |  ibmq_prague   |
|   7269 |   10  |   35  |  13  |  10  |    0.37    | 11 | 7  | 14 | 16 |  14 |  12 |  12 | 16 | 10 |     175     |    15    |   1.30   |     0.29    |  1.18  |   0.70  | ibmq_peekskill |
|   7270 |   5   |   28  |  4   |  5   |    0.14    | 2  | 2  | 8  | 8  |  5  |  7  |  4  | 7  | 7  |      79     |    15    |   0.80   |     0.18    |  0.67  |   0.70  | ibmq_montreal  |
|   7271 |   8   |   46  |  16  |  15  |    0.35    | 19 | 8  | 14 | 17 |  13 |  5  |  14 | 9  | 19 |     193     |    15    |   2.00   |     0.17    |  1.00  |   0.69  |  ibmq_prague   |
|   7272 |   7   |   17  |  5   |  4   |    0.29    | 4  | 5  | 6  | 0  |  2  |  4  |  12 | 4  | 4  |      66     |    14    |   0.71   |     0.41    |  1.00  |   0.68  | ibmq_marrakesh |
|   7273 |   6   |   28  |  5   |  6   |    0.18    | 8  | 8  | 10 | 4  |  5  |  7  |  7  | 3  | 7  |      97     |    15    |   0.83   |     0.21    |  0.71  |   0.67  | ibmq_marrakesh |
|   7274 |   8   |   47  |  19  |  11  |    0.40    | 12 | 11 | 11 | 11 |  18 |  16 |  12 | 18 | 9  |     181     |    15    |   2.38   |     0.17    |  1.58  |   0.71  |  ibmq_prague   |
|   7275 |   11  |   16  |  8   |  5   |    0.50    | 10 | 7  | 8  | 7  |  4  |  7  |  5  | 6  | 9  |      98     |    15    |   0.73   |     0.69    |  1.33  |   0.69  |   ibmq_paris   |
|   7276 |   7   |   8   |  1   |  1   |    0.12    | 0  | 3  | 4  | 3  |  1  |  4  |  5  | 2  | 3  |      38     |    14    |   0.14   |     0.88    |  0.50  |   0.68  |  ibmq_sydney   |
|   7277 |   11  |   12  |  4   |  5   |    0.33    | 4  | 5  | 5  | 3  |  4  |  2  |  2  | 3  | 8  |      63     |    15    |   0.36   |     0.92    |  0.67  |   0.65  |  ibmq_sydney   |
|   7278 |   4   |   20  |  3   |  4   |    0.15    | 2  | 2  | 5  | 3  |  3  |  5  |  7  | 0  | 1  |      49     |    14    |   0.75   |     0.20    |  0.60  |   0.65  | ibmq_rochester |
|   7279 |   6   |   30  |  11  |  7   |    0.37    | 13 | 4  | 3  | 8  |  9  |  5  |  7  | 7  | 4  |     100     |    15    |   1.83   |     0.20    |  1.38  |   0.67  |  ibmq_mumbai   |
|   7280 |   8   |   22  |  8   |  0   |    0.36    | 9  | 7  | 4  | 7  |  6  |  10 |  8  | 5  | 3  |      92     |    14    |   1.00   |     0.36    |  8.00  |   0.64  |  ibmq_sydney   |
|   7281 |   7   |   32  |  4   |  15  |    0.12    | 10 | 10 | 11 | 9  |  13 |  11 |  10 | 12 | 6  |     139     |    15    |   0.57   |     0.22    |  0.25  |   0.77  | ibmq_manhattan |
|   7282 |   5   |   11  |  2   |  4   |    0.18    | 3  | 3  | 2  | 1  |  2  |  3  |  1  | 1  | 2  |      37     |    15    |   0.40   |     0.45    |  0.40  |   0.59  |  ibmq_quebec   |
|   7283 |   11  |   15  |  9   |  5   |    0.60    | 8  | 6  | 8  | 4  |  8  |  4  |  7  | 0  | 9  |      90     |    14    |   0.82   |     0.73    |  1.50  |   0.66  |ibmq_sherbrooke |
|   7284 |   4   |   26  |  3   |  6   |    0.12    | 6  | 5  | 10 | 1  |  3  |  3  |  5  | 4  | 6  |      68     |    15    |   0.75   |     0.15    |  0.43  |   0.72  |  ibmq_quebec   |
|   7285 |   10  |   25  |  7   |  12  |    0.28    | 8  | 14 | 10 | 5  |  10 |  11 |  8  | 11 | 8  |     137     |    15    |   0.70   |     0.40    |  0.54  |   0.71  |   ibmq_osaka   |
|   7286 |   8   |   43  |  20  |  13  |    0.47    | 11 | 13 | 16 | 17 |  12 |  15 |  10 | 17 | 17 |     198     |    15    |   2.50   |     0.19    |  1.43  |   0.71  |  ibmq_prague   |
|   7287 |   11  |   35  |  16  |  13  |    0.46    | 16 | 12 | 10 | 13 |  6  |  18 |  12 | 16 | 21 |     190     |    15    |   1.45   |     0.31    |  1.14  |   0.72  |ibmq_poughkeepsie|
|   7288 |   6   |   12  |  4   |  2   |    0.33    | 4  | 4  | 3  | 1  |  2  |  3  |  3  | 4  | 2  |      43     |    15    |   0.67   |     0.50    |  1.33  |   0.65  | ibmq_peekskill |
|   7289 |   11  |   23  |  10  |  4   |    0.43    | 9  | 5  | 12 | 16 |  16 |  9  |  11 | 7  | 9  |     139     |    15    |   0.91   |     0.48    |  2.00  |   0.71  |  ibmq_prague   |
|   7290 |   9   |   24  |  8   |  7   |    0.33    | 8  | 4  | 3  | 2  |  12 |  7  |  2  | 4  | 4  |      87     |    15    |   0.89   |     0.38    |  1.00  |   0.61  | ibmq_singapore |
|   7291 |   11  |   18  |  5   |  6   |    0.28    | 8  | 3  | 6  | 4  |  7  |  4  |  5  | 5  | 6  |      83     |    15    |   0.45   |     0.61    |  0.71  |   0.65  |  ibmq_prague   |
|   7292 |   5   |   37  |  8   |  4   |    0.22    | 4  | 8  | 7  | 8  |  8  |  8  |  13 | 12 | 11 |     109     |    15    |   1.60   |     0.14    |  1.60  |   0.76  |ibmq_washington |
|   7293 |   8   |   36  |  12  |  13  |    0.33    | 7  | 7  | 8  | 12 |  9  |  9  |  14 | 11 | 13 |     149     |    15    |   1.50   |     0.22    |  0.86  |   0.69  |ibmq_sherbrooke |
|   7294 |   9   |   11  |  3   |  3   |    0.27    | 5  | 3  | 1  | 3  |  6  |  4  |  0  | 5  | 3  |      56     |    14    |   0.33   |     0.82    |  0.75  |   0.59  |  ibmq_mumbai   |
|   7295 |   9   |   10  |  2   |  1   |    0.20    | 6  | 2  | 4  | 4  |  5  |  2  |  4  | 4  | 3  |      56     |    15    |   0.22   |     0.90    |  1.00  |   0.62  |ibmq_sherbrooke |
|   7296 |   11  |   20  |  3   |  8   |    0.15    | 10 | 5  | 7  | 14 |  7  |  7  |  6  | 14 | 8  |     116     |    15    |   0.27   |     0.55    |  0.33  |   0.74  |ibmq_sherbrooke |
|   7297 |   5   |   13  |  2   |  3   |    0.15    | 0  | 2  | 2  | 7  |  4  |  2  |  5  | 3  | 3  |      44     |    14    |   0.40   |     0.38    |  0.50  |   0.70  |   ibmq_belem   |
|   7298 |   9   |   33  |  12  |  10  |    0.36    | 8  | 5  | 15 | 16 |  15 |  15 |  8  | 4  | 14 |     152     |    15    |   1.33   |     0.27    |  1.09  |   0.72  | ibmq_marrakesh |
|   7299 |   9   |   31  |  9   |  5   |    0.29    | 10 | 11 | 8  | 8  |  8  |  14 |  9  | 9  | 6  |     130     |    15    |   1.00   |     0.29    |  1.50  |   0.68  | ibmq_marrakesh |
|   7300 |   4   |   44  |  6   |  9   |    0.14    | 6  | 6  | 7  | 4  |  9  |  3  |  9  | 11 | 8  |     104     |    15    |   1.50   |     0.09    |  0.60  |   0.69  |ibmq_sherbrooke |
|   7301 |   6   |   24  |  6   |  6   |    0.25    | 2  | 6  | 6  | 2  |  7  |  3  |  5  | 5  | 4  |      72     |    15    |   1.00   |     0.25    |  0.86  |   0.64  |  ibmq_sydney   |
|   7302 |   6   |   33  |  11  |  12  |    0.33    | 9  | 5  | 4  | 6  |  7  |  10 |  6  | 8  | 10 |     113     |    15    |   1.83   |     0.18    |  0.85  |   0.68  |  ibmq_quebec   |
|   7303 |   6   |   30  |  6   |  7   |    0.20    | 5  | 6  | 9  | 7  |  5  |  7  |  7  | 4  | 4  |      89     |    15    |   1.00   |     0.20    |  0.75  |   0.69  |  ibmq_quebec   |
|   7304 |   9   |   22  |  9   |  5   |    0.41    | 5  | 5  | 11 | 8  |  6  |  7  |  9  | 5  | 12 |     107     |    15    |   1.00   |     0.41    |  1.50  |   0.68  |ibmq_washington |
|   7305 |   5   |   37  |  5   |  7   |    0.14    | 9  | 11 | 6  | 5  |  10 |  7  |  4  | 17 | 8  |     113     |    15    |   1.00   |     0.14    |  0.62  |   0.74  | ibmq_peekskill |
|   7306 |   11  |   22  |  11  |  12  |    0.50    | 4  | 5  | 13 | 6  |  3  |  15 |  4  | 12 | 10 |     124     |    15    |   1.00   |     0.50    |  0.85  |   0.68  | ibmq_marrakesh |
|   7307 |   10  |   35  |  12  |  6   |    0.34    | 10 | 13 | 9  | 14 |  16 |  9  |  14 | 10 | 14 |     170     |    15    |   1.20   |     0.29    |  1.71  |   0.68  |   ibmq_osaka   |
|   7308 |   10  |   48  |  11  |  13  |    0.23    | 23 | 13 | 13 | 18 |  17 |  15 |  11 | 17 | 17 |     217     |    15    |   1.10   |     0.21    |  0.79  |   0.72  |ibmq_sherbrooke |
|   7309 |   9   |   26  |  10  |  12  |    0.38    | 6  | 10 | 12 | 7  |  10 |  11 |  9  | 14 | 7  |     136     |    15    |   1.11   |     0.35    |  0.77  |   0.72  |ibmq_sherbrooke |
|   7310 |   9   |   41  |  16  |  17  |    0.39    | 15 | 15 | 7  | 18 |  19 |  18 |  14 | 9  | 17 |     201     |    15    |   1.78   |     0.22    |  0.89  |   0.74  | ibmq_marrakesh |
|   7311 |   10  |   43  |  16  |  12  |    0.37    | 9  | 7  | 24 | 21 |  12 |  23 |  17 | 14 | 16 |     221     |    15    |   1.60   |     0.23    |  1.23  |   0.70  | ibmq_marrakesh |
|   7312 |   9   |   49  |  16  |  13  |    0.33    | 18 | 18 | 12 | 17 |  17 |  20 |  21 | 15 | 12 |     223     |    15    |   1.78   |     0.18    |  1.14  |   0.73  |ibmq_sherbrooke |
|   7313 |   10  |   57  |  26  |  27  |    0.46    | 18 | 15 | 19 | 15 |  15 |  15 |  15 | 14 | 17 |     245     |    15    |   2.60   |     0.18    |  0.93  |   0.69  |  ibmq_prague   |
|   7314 |   10  |   28  |  11  |  9   |    0.39    | 9  | 11 | 7  | 10 |  5  |  8  |  16 | 6  | 17 |     143     |    15    |   1.10   |     0.36    |  1.10  |   0.69  |  ibmq_quebec   |
|   7315 |   4   |   23  |  4   |  2   |    0.17    | 5  | 4  | 5  | 4  |  4  |  7  |  4  | 5  | 3  |      61     |    15    |   1.00   |     0.17    |  1.33  |   0.70  |ibmq_sherbrooke |
|   7316 |   7   |   43  |  12  |  13  |    0.28    | 12 | 10 | 14 | 17 |  8  |  12 |  11 | 9  | 13 |     164     |    15    |   1.71   |     0.16    |  0.86  |   0.73  |  ibmq_prague   |
|   7317 |   11  |   23  |  4   |  9   |    0.17    | 5  | 8  | 9  | 7  |  4  |  7  |  8  | 7  | 15 |     117     |    15    |   0.36   |     0.48    |  0.40  |   0.68  | ibmq_singapore |
|   7318 |   11  |   47  |  13  |  18  |    0.28    | 12 | 16 | 16 | 15 |  19 |  19 |  15 | 20 | 16 |     239     |    15    |   1.18   |     0.23    |  0.68  |   0.69  | ibmq_peekskill |
|   7319 |   6   |   14  |  4   |  3   |    0.29    | 2  | 2  | 7  | 2  |  2  |  2  |  2  | 1  | 5  |      46     |    14    |   0.67   |     0.43    |  1.00  |   0.61  |  ibmq_sydney   |
|   7320 |   11  |   14  |  8   |  6   |    0.57    | 5  | 3  | 10 | 4  |  5  |  1  |  1  | 4  | 6  |      76     |    15    |   0.73   |     0.79    |  1.14  |   0.59  |  ibmq_sydney   |
|   7321 |   9   |   33  |  8   |  8   |    0.24    | 12 | 10 | 9  | 13 |  12 |  14 |  12 | 10 | 13 |     154     |    15    |   0.89   |     0.27    |  0.89  |   0.73  | ibmq_marrakesh |
|   7322 |   10  |   43  |  19  |  15  |    0.44    | 18 | 14 | 14 | 10 |  18 |  17 |  17 | 16 | 13 |     220     |    15    |   1.90   |     0.23    |  1.19  |   0.69  | ibmq_marrakesh |
|   7323 |   6   |   35  |  14  |  9   |    0.40    | 3  | 4  | 11 | 8  |  7  |  14 |  5  | 6  | 6  |     107     |    15    |   2.33   |     0.17    |  1.40  |   0.68  | ibmq_singapore |
|   7324 |   11  |   49  |  21  |  21  |    0.43    | 22 | 18 | 16 | 24 |  15 |  13 |  19 | 12 | 13 |     242     |    15    |   1.91   |     0.22    |  0.95  |   0.71  | ibmq_marrakesh |
|   7325 |   8   |   12  |  3   |  2   |    0.25    | 3  | 2  | 1  | 1  |  2  |  4  |  4  | 7  | 7  |      54     |    15    |   0.38   |     0.67    |  1.00  |   0.61  |  ibmq_quebec   |
|   7326 |   5   |   9   |  1   |  1   |    0.11    | 4  | 1  | 5  | 3  |  3  |  3  |  0  | 6  | 1  |      37     |    14    |   0.20   |     0.56    |  0.50  |   0.73  |   ibmq_perth   |
|   7327 |   8   |   29  |  7   |  14  |    0.24    | 11 | 4  | 9  | 6  |  8  |  5  |  4  | 12 | 6  |     111     |    15    |   0.88   |     0.28    |  0.47  |   0.71  |   ibmq_osaka   |
|   7328 |   11  |   26  |  11  |  6   |    0.42    | 10 | 14 | 13 | 10 |  16 |  12 |  8  | 4  | 9  |     142     |    15    |   1.00   |     0.42    |  1.57  |   0.72  |  ibmq_prague   |
|   7329 |   7   |   29  |  9   |  6   |    0.31    | 7  | 10 | 9  | 8  |  14 |  7  |  5  | 9  | 9  |     118     |    15    |   1.29   |     0.24    |  1.29  |   0.71  |ibmq_poughkeepsie|
|   7330 |   9   |   52  |  21  |  15  |    0.40    | 15 | 18 | 14 | 11 |  10 |  22 |  13 | 17 | 11 |     211     |    15    |   2.33   |     0.17    |  1.31  |   0.69  |  ibmq_prague   |
|   7331 |   7   |   11  |  5   |  0   |    0.45    | 2  | 2  | 5  | 5  |  5  |  4  |  2  | 2  | 1  |      45     |    14    |   0.71   |     0.64    |  5.00  |   0.62  |  ibmq_quebec   |
|   7332 |   7   |   11  |  0   |  6   |    0.00    | 5  | 3  | 2  | 2  |  0  |  3  |  5  | 1  | 2  |      45     |    13    |   0.00   |     0.64    |  0.00  |   0.64  |ibmq_poughkeepsie|
|   7333 |   10  |   42  |  21  |  22  |    0.50    | 14 | 10 | 14 | 5  |  12 |  8  |  15 | 11 | 18 |     191     |    15    |   2.10   |     0.24    |  0.91  |   0.68  |  ibmq_prague   |
|   7334 |   5   |   35  |  5   |  4   |    0.14    | 6  | 12 | 8  | 7  |  10 |  11 |  9  | 6  | 7  |     104     |    15    |   1.00   |     0.14    |  1.00  |   0.77  |  ibmq_prague   |
|   7335 |   9   |   18  |  7   |  8   |    0.39    | 2  | 7  | 7  | 5  |  9  |  4  |  3  | 6  | 7  |      88     |    15    |   0.78   |     0.50    |  0.78  |   0.66  | ibmq_peekskill |
|   7336 |   9   |   28  |  9   |  13  |    0.32    | 17 | 7  | 11 | 7  |  8  |  7  |  9  | 9  | 11 |     136     |    15    |   1.00   |     0.32    |  0.64  |   0.73  |ibmq_washington |
|   7337 |   6   |   30  |  10  |  4   |    0.33    | 1  | 4  | 11 | 8  |  8  |  2  |  7  | 4  | 6  |      87     |    15    |   1.67   |     0.20    |  2.00  |   0.63  |  ibmq_prague   |
|   7338 |   8   |   24  |  9   |  4   |    0.38    | 9  | 7  | 10 | 7  |  6  |  4  |  2  | 7  | 9  |      97     |    15    |   1.12   |     0.33    |  1.80  |   0.67  |ibmq_poughkeepsie|
|   7339 |   8   |   13  |  2   |  6   |    0.15    | 3  | 4  | 5  | 2  |  3  |  4  |  3  | 3  | 4  |      61     |    15    |   0.25   |     0.62    |  0.29  |   0.61  |ibmq_sherbrooke |
