+----------+-------+-------+------+------+------------+----+----+----+----+-----+-----+-----+----+----+-------------+----------+----------+-------------+--------+---------+----------------+
|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   982    |   10  |   39  |  13  |  5   |    0.33    | 9  | 16 | 9  | 14 |  11 |  11 |  10 | 11 | 10 |     161     |    15    |   1.30   |     0.26    |  2.17  |   0.66  |  ibmq_mumbai   |
|   983    |   11  |   23  |  8   |  12  |    0.35    | 9  | 6  | 5  | 6  |  10 |  5  |  14 | 4  | 8  |     121     |    15    |   0.73   |     0.48    |  0.62  |   0.65  | ibmq_singapore |
|   984    |   5   |   13  |  1   |  2   |    0.08    | 1  | 1  | 3  | 3  |  2  |  6  |  4  | 3  | 2  |      39     |    15    |   0.20   |     0.38    |  0.33  |   0.69  |  ibmq_quebec   |
|   985    |   8   |   56  |  16  |  12  |    0.29    | 16 | 13 | 12 | 11 |  19 |  12 |  16 | 14 | 18 |     203     |    15    |   2.00   |     0.14    |  1.23  |   0.70  | ibmq_marrakesh |
|   986    |   8   |   27  |  11  |  9   |    0.41    | 5  | 10 | 5  | 11 |  7  |  6  |  9  | 8  | 8  |     115     |    15    |   1.38   |     0.30    |  1.10  |   0.68  |ibmq_washington |
|   987    |   5   |   19  |  2   |  3   |    0.11    | 5  | 2  | 7  | 3  |  5  |  4  |  2  | 4  | 7  |      60     |    15    |   0.40   |     0.26    |  0.50  |   0.70  |ibmq_sherbrooke |
|   988    |   8   |   26  |  6   |  6   |    0.23    | 5  | 7  | 6  | 6  |  6  |  8  |  7  | 8  | 6  |      98     |    15    |   0.75   |     0.31    |  0.86  |   0.66  |  ibmq_sydney   |
|   989    |   6   |   17  |  2   |  0   |    0.12    | 2  | 4  | 2  | 3  |  5  |  2  |  2  | 3  | 6  |      47     |    14    |   0.33   |     0.35    |  2.00  |   0.62  | ibmq_marrakesh |
|   990    |   8   |   30  |  12  |  8   |    0.40    | 9  | 4  | 10 | 10 |  11 |  9  |  11 | 11 | 4  |     129     |    15    |   1.50   |     0.27    |  1.33  |   0.67  |  ibmq_prague   |
|   991    |   4   |   29  |  4   |  5   |    0.14    | 8  | 5  | 7  | 1  |  2  |  7  |  4  | 1  | 9  |      72     |    15    |   1.00   |     0.14    |  0.67  |   0.68  |  ibmq_jakarta  |
|   992    |   6   |   18  |  6   |  2   |    0.33    | 3  | 4  | 2  | 4  |  2  |  4  |  5  | 4  | 7  |      61     |    15    |   1.00   |     0.33    |  2.00  |   0.61  |ibmq_washington |
|   993    |   5   |   33  |  8   |  5   |    0.24    | 11 | 6  | 5  | 11 |  6  |  6  |  5  | 5  | 10 |      98     |    15    |   1.60   |     0.15    |  1.33  |   0.71  |ibmq_sherbrooke |
|   994    |   7   |   19  |  4   |  3   |    0.21    | 8  | 5  | 5  | 5  |  5  |  6  |  5  | 9  | 4  |      80     |    15    |   0.57   |     0.37    |  1.00  |   0.69  | ibmq_marrakesh |
|   995    |   5   |   27  |  5   |  8   |    0.19    | 4  | 8  | 6  | 5  |  8  |  5  |  2  | 9  | 5  |      81     |    15    |   1.00   |     0.19    |  0.56  |   0.74  | ibmq_yorktown  |
|   996    |   4   |   44  |  6   |  7   |    0.14    | 11 | 10 | 11 | 3  |  5  |  4  |  7  | 9  | 6  |     105     |    15    |   1.50   |     0.09    |  0.75  |   0.70  |  ibmq_toronto  |
|   997    |   8   |   27  |  6   |  8   |    0.22    | 7  | 8  | 6  | 9  |  4  |  9  |  5  | 8  | 10 |     108     |    15    |   0.75   |     0.30    |  0.67  |   0.69  | ibmq_brooklyn  |
|   998    |   5   |   22  |  3   |  6   |    0.14    | 6  | 7  | 7  | 6  |  3  |  4  |  7  | 3  | 6  |      74     |    15    |   0.60   |     0.23    |  0.43  |   0.74  |  ibmq_quebec   |
|   999    |   8   |   22  |  7   |  7   |    0.32    | 8  | 8  | 10 | 8  |  4  |  7  |  6  | 4  | 3  |      95     |    15    |   0.88   |     0.36    |  0.88  |   0.68  | ibmq_manhattan |
|   1000   |   7   |   11  |  1   |  3   |    0.09    | 7  | 4  | 1  | 3  |  3  |  2  |  5  | 3  | 4  |      47     |    15    |   0.14   |     0.64    |  0.25  |   0.74  |   ibmq_paris   |
|   1001   |   10  |   45  |  19  |  14  |    0.42    | 12 | 18 | 18 | 12 |  18 |  17 |  16 | 9  | 14 |     215     |    15    |   1.90   |     0.22    |  1.27  |   0.69  |ibmq_poughkeepsie|
|   1002   |   6   |   42  |  8   |  5   |    0.19    | 8  | 9  | 10 | 10 |  14 |  7  |  10 | 6  | 13 |     134     |    15    |   1.33   |     0.14    |  1.33  |   0.69  |  ibmq_toronto  |
|   1003   |   8   |   27  |  11  |  9   |    0.41    | 5  | 8  | 12 | 5  |  11 |  10 |  6  | 10 | 12 |     123     |    15    |   1.38   |     0.30    |  1.10  |   0.72  | ibmq_singapore |
|   1004   |   8   |   34  |  11  |  12  |    0.32    | 8  | 14 | 7  | 7  |  5  |  8  |  10 | 10 | 10 |     133     |    15    |   1.38   |     0.24    |  0.85  |   0.68  |  ibmq_sydney   |
|   1005   |   8   |   38  |  13  |  13  |    0.34    | 6  | 3  | 16 | 10 |  11 |  10 |  13 | 14 | 12 |     153     |    15    |   1.62   |     0.21    |  0.93  |   0.71  |ibmq_sherbrooke |
|   1006   |   11  |   35  |  13  |  16  |    0.37    | 17 | 20 | 13 | 17 |  22 |  9  |  13 | 17 | 5  |     202     |    15    |   1.18   |     0.31    |  0.76  |   0.74  | ibmq_melbourne |
|   1007   |   6   |   26  |  10  |  6   |    0.38    | 8  | 4  | 3  | 5  |  4  |  9  |  4  | 4  | 7  |      84     |    15    |   1.67   |     0.23    |  1.43  |   0.64  |  ibmq_prague   |
|   1008   |   7   |   42  |  12  |  10  |    0.29    | 10 | 12 | 17 | 12 |  10 |  11 |  13 | 11 | 15 |     166     |    15    |   1.71   |     0.17    |  1.09  |   0.73  |  ibmq_prague   |
|   1009   |   6   |   26  |  14  |  4   |    0.54    | 4  | 5  | 7  | 3  |  3  |  6  |  4  | 6  | 10 |      85     |    15    |   2.33   |     0.23    |  2.80  |   0.61  |  ibmq_prague   |
|   1010   |   4   |   36  |  11  |  6   |    0.31    | 7  | 5  | 8  | 5  |  9  |  8  |  5  | 5  | 3  |      90     |    15    |   2.75   |     0.11    |  1.57  |   0.68  |ibmq_washington |
|   1011   |   10  |   25  |  15  |  10  |    0.60    | 7  | 6  | 7  | 16 |  8  |  9  |  7  | 9  | 5  |     129     |    15    |   1.50   |     0.40    |  1.36  |   0.65  | ibmq_peekskill |
|   1012   |   4   |   11  |  0   |  0   |    0.00    | 2  | 2  | 1  | 2  |  0  |  3  |  1  | 2  | 2  |      27     |    12    |   0.00   |     0.36    |  0.00  |   0.56  | ibmq_peekskill |
|   1013   |   8   |   33  |  14  |  11  |    0.42    | 13 | 11 | 3  | 9  |  12 |  8  |  12 | 9  | 10 |     144     |    15    |   1.75   |     0.24    |  1.17  |   0.68  |ibmq_sherbrooke |
|   1014   |   11  |   44  |  19  |  10  |    0.43    | 18 | 10 | 13 | 13 |  19 |  17 |  23 | 20 | 18 |     222     |    15    |   1.73   |     0.25    |  1.73  |   0.73  | ibmq_brooklyn  |
|   1015   |   9   |   45  |  18  |  27  |    0.40    | 9  | 18 | 13 | 19 |  10 |  21 |  12 | 11 | 13 |     216     |    15    |   2.00   |     0.20    |  0.64  |   0.71  |ibmq_sherbrooke |
|   1016   |   7   |   39  |  7   |  5   |    0.18    | 12 | 11 | 13 | 10 |  9  |  12 |  10 | 8  | 12 |     144     |    15    |   1.00   |     0.18    |  1.17  |   0.71  | ibmq_peekskill |
|   1017   |   7   |   40  |  9   |  11  |    0.23    | 11 | 12 | 13 | 10 |  11 |  15 |  13 | 6  | 8  |     152     |    15    |   1.29   |     0.17    |  0.75  |   0.72  |ibmq_sherbrooke |
|   1018   |   9   |   39  |  15  |  11  |    0.38    | 14 | 16 | 8  | 17 |  12 |  12 |  13 | 11 | 9  |     177     |    15    |   1.67   |     0.23    |  1.25  |   0.69  |ibmq_sherbrooke |
|   1019   |   9   |   36  |  11  |  14  |    0.31    | 12 | 15 | 10 | 8  |  7  |  12 |  16 | 12 | 13 |     166     |    15    |   1.22   |     0.25    |  0.73  |   0.72  |   ibmq_osaka   |
|   1020   |   11  |   33  |  12  |  10  |    0.36    | 11 | 15 | 13 | 14 |  16 |  14 |  13 | 11 | 13 |     184     |    15    |   1.09   |     0.33    |  1.09  |   0.71  |ibmq_sherbrooke |
|   1021   |   11  |   18  |  5   |  2   |    0.28    | 7  | 5  | 10 | 6  |  6  |  11 |  3  | 10 | 4  |      95     |    15    |   0.45   |     0.61    |  1.67  |   0.67  |   ibmq_osaka   |
|   1022   |   9   |   36  |  17  |  13  |    0.47    | 19 | 16 | 12 | 15 |  13 |  16 |  20 | 7  | 6  |     187     |    15    |   1.89   |     0.25    |  1.21  |   0.73  |  ibmq_sydney   |
|   1023   |   6   |   12  |  3   |  4   |    0.25    | 2  | 1  | 1  | 0  |  0  |  4  |  1  | 2  | 3  |      34     |    13    |   0.50   |     0.50    |  0.60  |   0.53  |  ibmq_jakarta  |
|   1024   |   7   |   23  |  5   |  5   |    0.22    | 3  | 7  | 4  | 10 |  9  |  2  |  4  | 6  | 6  |      84     |    15    |   0.71   |     0.30    |  0.83  |   0.67  |  ibmq_sydney   |
|   1025   |   6   |   45  |  17  |  9   |    0.38    | 13 | 5  | 8  | 8  |  11 |  4  |  11 | 9  | 10 |     135     |    15    |   2.83   |     0.13    |  1.70  |   0.65  |  ibmq_prague   |
|   1026   |   8   |   36  |  17  |  13  |    0.47    | 6  | 7  | 7  | 6  |  11 |  15 |  9  | 11 | 11 |     141     |    15    |   2.12   |     0.22    |  1.21  |   0.68  | ibmq_manhattan |
|   1027   |   9   |   18  |  7   |  9   |    0.39    | 4  | 6  | 12 | 5  |  6  |  8  |  8  | 7  | 7  |     100     |    15    |   0.78   |     0.50    |  0.70  |   0.72  |ibmq_sherbrooke |
|   1028   |   7   |   31  |  7   |  11  |    0.23    | 8  | 9  | 8  | 15 |  8  |  14 |  12 | 12 | 6  |     132     |    15    |   1.00   |     0.23    |  0.58  |   0.78  | ibmq_peekskill |
|   1029   |   8   |   27  |  8   |  7   |    0.30    | 12 | 5  | 10 | 7  |  10 |  4  |  9  | 8  | 7  |     114     |    15    |   1.00   |     0.30    |  1.00  |   0.69  |  ibmq_prague   |
|   1030   |   9   |   26  |  13  |  9   |    0.50    | 10 | 4  | 9  | 10 |  9  |  13 |  3  | 11 | 8  |     127     |    15    |   1.44   |     0.35    |  1.30  |   0.68  | ibmq_marrakesh |
|   1031   |   11  |   43  |  15  |  9   |    0.35    | 13 | 14 | 20 | 9  |  11 |  15 |  11 | 13 | 18 |     195     |    15    |   1.36   |     0.26    |  1.50  |   0.68  |ibmq_washington |
|   1032   |   5   |   12  |  3   |  3   |    0.25    | 0  | 1  | 5  | 2  |  3  |  5  |  6  | 3  | 3  |      42     |    14    |   0.60   |     0.42    |  0.75  |   0.74  | ibmq_rochester |
|   1033   |   5   |   11  |  1   |  4   |    0.09    | 0  | 6  | 2  | 2  |  2  |  1  |  2  | 5  | 2  |      38     |    14    |   0.20   |     0.45    |  0.20  |   0.68  | ibmq_brooklyn  |
|   1034   |   4   |   18  |  1   |  5   |    0.06    | 3  | 2  | 4  | 0  |  4  |  3  |  1  | 3  | 6  |      45     |    14    |   0.25   |     0.22    |  0.17  |   0.69  |ibmq_poughkeepsie|
|   1035   |   6   |   16  |  4   |  3   |    0.25    | 3  | 3  | 4  | 3  |  2  |  3  |  3  | 2  | 3  |      50     |    15    |   0.67   |     0.38    |  1.00  |   0.58  |  ibmq_mumbai   |
|   1036   |   5   |   27  |  7   |  2   |    0.26    | 5  | 8  | 6  | 6  |  7  |  4  |  8  | 3  | 6  |      79     |    15    |   1.40   |     0.19    |  2.33  |   0.70  |ibmq_washington |
|   1037   |   4   |   37  |  7   |  3   |    0.19    | 7  | 9  | 6  | 5  |  4  |  3  |  7  | 7  | 6  |      87     |    15    |   1.75   |     0.11    |  1.75  |   0.66  | ibmq_singapore |
|   1038   |   6   |   41  |  10  |  9   |    0.24    | 9  | 12 | 8  | 7  |  9  |  7  |  9  | 8  | 11 |     131     |    15    |   1.67   |     0.15    |  1.00  |   0.68  |  ibmq_jakarta  |
|   1039   |   11  |   16  |  5   |  3   |    0.31    | 2  | 15 | 6  | 4  |  8  |  10 |  6  | 8  | 8  |     102     |    15    |   0.45   |     0.69    |  1.25  |   0.69  | ibmq_marrakesh |
|   1040   |   8   |   23  |  10  |  4   |    0.43    | 9  | 11 | 7  | 7  |  3  |  6  |  4  | 3  | 4  |      91     |    15    |   1.25   |     0.35    |  2.00  |   0.64  |  ibmq_quebec   |
|   1041   |   9   |   27  |  10  |  6   |    0.37    | 13 | 6  | 11 | 6  |  20 |  7  |  3  | 8  | 13 |     131     |    15    |   1.11   |     0.33    |  1.43  |   0.71  | ibmq_brooklyn  |
|   1042   |   8   |   34  |  15  |  10  |    0.44    | 14 | 11 | 12 | 2  |  12 |  13 |  9  | 11 | 6  |     148     |    15    |   1.88   |     0.24    |  1.36  |   0.68  |  ibmq_sydney   |
|   1043   |   11  |   20  |  10  |  7   |    0.50    | 9  | 8  | 7  | 8  |  5  |  6  |  3  | 8  | 11 |     109     |    15    |   0.91   |     0.55    |  1.25  |   0.66  | ibmq_singapore |
|   1044   |   4   |   16  |  3   |  1   |    0.19    | 2  | 0  | 3  | 1  |  3  |  4  |  2  | 2  | 1  |      34     |    14    |   0.75   |     0.25    |  1.50  |   0.56  |ibmq_sherbrooke |
|   1045   |   7   |   27  |  3   |  9   |    0.11    | 7  | 10 | 5  | 18 |  7  |  7  |  4  | 5  | 8  |     108     |    15    |   0.43   |     0.26    |  0.30  |   0.74  |  ibmq_quebec   |
|   1046   |   11  |   44  |  15  |  19  |    0.34    | 15 | 14 | 18 | 13 |  14 |  14 |  24 | 15 | 15 |     231     |    15    |   1.36   |     0.25    |  0.75  |   0.70  |ibmq_sherbrooke |
|   1047   |   6   |   45  |  14  |  9   |    0.31    | 14 | 7  | 9  | 8  |  9  |  5  |  11 | 7  | 9  |     133     |    15    |   2.33   |     0.13    |  1.40  |   0.66  |ibmq_washington |
|   1048   |   9   |   21  |  8   |  6   |    0.38    | 3  | 8  | 6  | 3  |  6  |  12 |  9  | 2  | 5  |      93     |    15    |   0.89   |     0.43    |  1.14  |   0.65  |  ibmq_mumbai   |
|   1049   |   5   |   37  |  11  |  6   |    0.30    | 3  | 6  | 9  | 10 |  6  |  5  |  9  | 6  | 11 |     103     |    15    |   2.20   |     0.14    |  1.57  |   0.69  |  ibmq_toronto  |
|   1050   |   7   |   28  |  8   |  8   |    0.29    | 6  | 12 | 8  | 9  |  5  |  10 |  9  | 2  | 4  |     102     |    15    |   1.14   |     0.25    |  0.89  |   0.72  | ibmq_brooklyn  |
|   1051   |   4   |   33  |  6   |  6   |    0.18    | 3  | 6  | 6  | 8  |  3  |  7  |  3  | 4  | 8  |      80     |    15    |   1.50   |     0.12    |  0.86  |   0.68  | ibmq_montreal  |
|   1052   |   7   |   29  |  11  |  6   |    0.38    | 13 | 8  | 3  | 7  |  8  |  9  |  12 | 12 | 5  |     114     |    15    |   1.57   |     0.24    |  1.57  |   0.73  |  ibmq_mumbai   |
|   1053   |   9   |   37  |  9   |  17  |    0.24    | 12 | 18 | 11 | 13 |  18 |  8  |  13 | 6  | 12 |     171     |    15    |   1.00   |     0.24    |  0.50  |   0.75  |  ibmq_quebec   |
|   1054   |   10  |   40  |  18  |  12  |    0.45    | 13 | 15 | 8  | 19 |  11 |  10 |  12 | 8  | 8  |     174     |    15    |   1.80   |     0.25    |  1.38  |   0.67  | ibmq_manhattan |
|   1055   |   10  |   24  |  13  |  9   |    0.54    | 9  | 5  | 11 | 9  |  7  |  1  |  10 | 12 | 7  |     122     |    15    |   1.30   |     0.42    |  1.30  |   0.66  | ibmq_marrakesh |
|   1056   |   7   |   27  |  4   |  3   |    0.15    | 7  | 5  | 7  | 4  |  7  |  6  |  8  | 4  | 10 |      93     |    15    |   0.57   |     0.26    |  1.00  |   0.66  |  ibmq_jakarta  |
|   1057   |   7   |   36  |  11  |  14  |    0.31    | 14 | 12 | 9  | 11 |  9  |  17 |  12 | 10 | 7  |     149     |    15    |   1.57   |     0.19    |  0.73  |   0.77  |  ibmq_prague   |
|   1058   |   8   |   14  |  5   |  3   |    0.36    | 3  | 5  | 2  | 1  |  5  |  2  |  2  | 3  | 5  |      53     |    15    |   0.62   |     0.57    |  1.25  |   0.58  |ibmq_sherbrooke |
|   1059   |   5   |   24  |  6   |  4   |    0.25    | 3  | 8  | 1  | 0  |  3  |  5  |  4  | 5  | 3  |      61     |    14    |   1.20   |     0.21    |  1.20  |   0.59  | ibmq_manhattan |
|   1060   |   10  |   48  |  19  |  19  |    0.40    | 12 | 16 | 18 | 20 |  22 |  18 |  17 | 14 | 19 |     242     |    15    |   1.90   |     0.21    |  0.95  |   0.72  |ibmq_sherbrooke |
|   1061   |   5   |   11  |  3   |  2   |    0.27    | 1  | 7  | 2  | 3  |  2  |  2  |  2  | 2  | 1  |      35     |    15    |   0.60   |     0.45    |  1.00  |   0.69  |ibmq_sherbrooke |
|   1062   |   9   |   34  |  13  |  11  |    0.38    | 13 | 13 | 12 | 13 |  9  |  17 |  9  | 16 | 10 |     170     |    15    |   1.44   |     0.26    |  1.08  |   0.72  |  ibmq_quebec   |
|   1063   |   7   |   37  |  11  |  9   |    0.30    | 4  | 12 | 12 | 9  |  12 |  8  |  9  | 5  | 14 |     136     |    15    |   1.57   |     0.19    |  1.10  |   0.69  | ibmq_peekskill |
|   1064   |   6   |   28  |  6   |  7   |    0.21    | 7  | 6  | 8  | 8  |  6  |  5  |  4  | 4  | 4  |      90     |    15    |   1.00   |     0.21    |  0.75  |   0.66  | ibmq_singapore |
|   1065   |   10  |   26  |  10  |  9   |    0.38    | 9  | 9  | 7  | 9  |  8  |  3  |  8  | 11 | 10 |     122     |    15    |   1.00   |     0.38    |  1.00  |   0.68  |  ibmq_prague   |
|   1066   |   10  |   38  |  14  |  9   |    0.37    | 18 | 12 | 15 | 17 |  16 |  16 |  15 | 17 | 19 |     211     |    15    |   1.40   |     0.26    |  1.40  |   0.73  | ibmq_peekskill |
|   1067   |   11  |   31  |  9   |  15  |    0.29    | 9  | 13 | 5  | 18 |  12 |  14 |  15 | 9  | 12 |     175     |    15    |   0.82   |     0.35    |  0.56  |   0.70  |  ibmq_prague   |
|   1068   |   10  |   51  |  11  |  14  |    0.22    | 13 | 23 | 13 | 13 |  18 |  18 |  26 | 14 | 15 |     233     |    15    |   1.10   |     0.20    |  0.73  |   0.72  | ibmq_marrakesh |
|   1069   |   5   |   30  |  8   |  10  |    0.27    | 4  | 9  | 8  | 8  |  8  |  8  |  2  | 7  | 7  |      97     |    15    |   1.60   |     0.17    |  0.73  |   0.73  | ibmq_valencia  |
|   1070   |   5   |   19  |  1   |  4   |    0.05    | 7  | 1  | 6  | 5  |  4  |  8  |  3  | 4  | 2  |      58     |    15    |   0.20   |     0.26    |  0.20  |   0.76  | ibmq_peekskill |
|   1071   |   10  |   45  |  20  |  26  |    0.44    | 17 | 11 | 25 | 16 |  20 |  7  |  19 | 11 | 13 |     230     |    15    |   2.00   |     0.22    |  0.74  |   0.72  |ibmq_washington |
|   1072   |   4   |   18  |  3   |  2   |    0.17    | 7  | 1  | 2  | 3  |  2  |  5  |  2  | 2  | 0  |      40     |    14    |   0.75   |     0.22    |  1.00  |   0.65  | ibmq_melbourne |
|   1073   |   5   |   32  |  7   |  4   |    0.22    | 9  | 13 | 5  | 10 |  5  |  6  |  6  | 5  | 4  |      94     |    15    |   1.40   |     0.16    |  1.40  |   0.71  |  ibmq_sydney   |
|   1074   |   6   |   11  |  5   |  3   |    0.45    | 2  | 0  | 5  | 2  |  4  |  1  |  7  | 2  | 5  |      47     |    13    |   0.83   |     0.55    |  1.25  |   0.66  | ibmq_manhattan |
|   1075   |   10  |   47  |  24  |  15  |    0.51    | 13 | 16 | 18 | 18 |  15 |  11 |  12 | 14 | 22 |     223     |    15    |   2.40   |     0.21    |  1.50  |   0.69  |  ibmq_prague   |
|   1076   |   7   |   17  |  3   |  7   |    0.18    | 2  | 4  | 7  | 7  |  6  |  4  |  6  | 6  | 8  |      78     |    15    |   0.43   |     0.41    |  0.38  |   0.73  |ibmq_sherbrooke |
|   1077   |   7   |   39  |  12  |  16  |    0.31    | 8  | 6  | 10 | 13 |  8  |  6  |  10 | 11 | 16 |     146     |    15    |   1.71   |     0.18    |  0.71  |   0.71  | ibmq_marrakesh |
|   1078   |   10  |   20  |  11  |  5   |    0.55    | 9  | 9  | 9  | 7  |  7  |  6  |  4  | 6  | 4  |     101     |    15    |   1.10   |     0.50    |  1.83  |   0.65  |  ibmq_sydney   |
|   1079   |   4   |   28  |  5   |  1   |    0.18    | 3  | 5  | 5  | 7  |  6  |  2  |  7  | 4  | 8  |      70     |    15    |   1.25   |     0.14    |  2.50  |   0.69  |   ibmq_lima    |
|   1080   |   6   |   33  |  5   |  6   |    0.15    | 6  | 8  | 10 | 6  |  5  |  11 |  9  | 11 | 8  |     108     |    15    |   0.83   |     0.18    |  0.71  |   0.74  |   ibmq_osaka   |
|   1081   |   6   |   28  |  12  |  9   |    0.43    | 7  | 8  | 8  | 5  |  5  |  8  |  5  | 11 | 7  |     100     |    15    |   2.00   |     0.21    |  1.20  |   0.73  | ibmq_marrakesh |
|   1082   |   7   |   29  |  10  |  1   |    0.34    | 7  | 10 | 9  | 6  |  12 |  7  |  8  | 9  | 10 |     117     |    15    |   1.43   |     0.24    |  5.00  |   0.68  |  ibmq_quebec   |
|   1083   |   4   |   14  |  3   |  3   |    0.21    | 1  | 2  | 2  | 2  |  4  |  3  |  1  | 3  | 2  |      35     |    15    |   0.75   |     0.29    |  0.75  |   0.66  |   ibmq_perth   |
|   1084   |   7   |   14  |  6   |  5   |    0.43    | 2  | 3  | 2  | 1  |  4  |  4  |  5  | 4  | 1  |      50     |    15    |   0.86   |     0.50    |  1.00  |   0.62  |  ibmq_prague   |
|   1085   |   8   |   43  |  12  |  10  |    0.28    | 11 | 14 | 19 | 23 |  10 |  13 |  11 | 17 | 14 |     192     |    15    |   1.50   |     0.19    |  1.09  |   0.74  |   ibmq_paris   |
|   1086   |   7   |   12  |  1   |  3   |    0.08    | 4  | 4  | 3  | 4  |  7  |  4  |  4  | 2  | 6  |      57     |    15    |   0.14   |     0.58    |  0.25  |   0.72  |  ibmq_nairobi  |
|   1087   |   8   |   29  |  13  |  11  |    0.45    | 8  | 8  | 7  | 7  |  12 |  11 |  10 | 3  | 7  |     126     |    15    |   1.62   |     0.28    |  1.08  |   0.67  | ibmq_marrakesh |
|   1088   |   4   |   32  |  7   |  3   |    0.22    | 5  | 6  | 1  | 6  |  3  |  2  |  9  | 7  | 6  |      71     |    15    |   1.75   |     0.12    |  1.75  |   0.68  |  ibmq_mumbai   |
|   1089   |   8   |   45  |  16  |  15  |    0.36    | 13 | 12 | 7  | 14 |  15 |  12 |  11 | 14 | 4  |     169     |    15    |   2.00   |     0.18    |  1.00  |   0.69  |ibmq_sherbrooke |
|   1090   |   6   |   41  |  12  |  12  |    0.29    | 5  | 11 | 9  | 8  |  9  |  18 |  12 | 11 | 9  |     143     |    15    |   2.00   |     0.15    |  0.92  |   0.73  |   ibmq_perth   |
|   1091   |   11  |   39  |  14  |  13  |    0.36    | 16 | 20 | 20 | 9  |  18 |  11 |  13 | 14 | 11 |     204     |    15    |   1.27   |     0.28    |  1.00  |   0.71  |  ibmq_quebec   |
|   1092   |   9   |   38  |  16  |  8   |    0.42    | 13 | 13 | 4  | 8  |  15 |  15 |  9  | 14 | 16 |     167     |    15    |   1.78   |     0.24    |  1.78  |   0.69  | ibmq_marrakesh |
|   1093   |   6   |   18  |  4   |  8   |    0.22    | 6  | 3  | 2  | 3  |  3  |  3  |  6  | 5  | 4  |      63     |    15    |   0.67   |     0.33    |  0.44  |   0.68  |  ibmq_prague   |
|   1094   |   8   |   26  |  4   |  10  |    0.15    | 8  | 8  | 6  | 11 |  12 |  7  |  6  | 10 | 6  |     114     |    15    |   0.50   |     0.31    |  0.36  |   0.74  | ibmq_peekskill |
|   1095   |   5   |   37  |  4   |  2   |    0.11    | 11 | 10 | 3  | 10 |  7  |  5  |  7  | 8  | 6  |      97     |    15    |   0.80   |     0.14    |  1.33  |   0.71  |  ibmq_prague   |
|   1096   |   11  |   23  |  12  |  9   |    0.52    | 5  | 9  | 8  | 10 |  10 |  6  |  16 | 10 | 7  |     132     |    15    |   1.09   |     0.48    |  1.20  |   0.68  | ibmq_rochester |
|   1097   |   9   |   44  |  18  |  10  |    0.41    | 13 | 14 | 13 | 12 |  16 |  13 |  17 | 14 | 11 |     188     |    15    |   2.00   |     0.20    |  1.64  |   0.71  | ibmq_melbourne |
|   1098   |   6   |   38  |  18  |  8   |    0.47    | 10 | 5  | 10 | 7  |  10 |  11 |  7  | 9  | 2  |     123     |    15    |   3.00   |     0.16    |  2.00  |   0.64  | ibmq_manhattan |
|   1099   |   6   |   44  |  7   |  8   |    0.16    | 20 | 4  | 17 | 11 |  13 |  17 |  7  | 8  | 9  |     155     |    15    |   1.17   |     0.14    |  0.78  |   0.74  | ibmq_rochester |
|   1100   |   6   |   20  |  8   |  4   |    0.40    | 5  | 3  | 4  | 3  |  6  |  1  |  3  | 4  | 3  |      56     |    15    |   1.33   |     0.30    |  1.60  |   0.64  |  ibmq_quebec   |
|   1101   |   4   |   39  |  8   |  5   |    0.21    | 10 | 6  | 8  | 4  |  4  |  5  |  2  | 11 | 13 |      96     |    15    |   2.00   |     0.10    |  1.33  |   0.71  |  ibmq_ourense  |
|   1102   |   10  |   42  |  13  |  10  |    0.31    | 17 | 15 | 11 | 17 |  11 |  19 |  23 | 11 | 15 |     210     |    15    |   1.30   |     0.24    |  1.18  |   0.71  | ibmq_marrakesh |
|   1103   |   8   |   23  |  10  |  2   |    0.43    | 7  | 9  | 6  | 8  |  3  |  3  |  6  | 7  | 5  |      91     |    15    |   1.25   |     0.35    |  3.33  |   0.62  |  ibmq_quebec   |
|   1104   |   5   |   22  |  4   |  2   |    0.18    | 3  | 2  | 6  | 3  |  4  |  4  |  3  | 5  | 6  |      60     |    15    |   0.80   |     0.23    |  1.33  |   0.63  |ibmq_washington |
|   1105   |   10  |   41  |  24  |  7   |    0.59    | 12 | 14 | 12 | 14 |  19 |  17 |  8  | 13 | 20 |     200     |    15    |   2.40   |     0.24    |  3.00  |   0.68  | ibmq_peekskill |
|   1106   |   6   |   45  |  13  |  9   |    0.29    | 11 | 5  | 10 | 8  |  8  |  9  |  15 | 11 | 9  |     135     |    15    |   2.17   |     0.13    |  1.30  |   0.70  |  ibmq_prague   |
|   1107   |   7   |   28  |  8   |  10  |    0.29    | 9  | 9  | 4  | 11 |  6  |  8  |  4  | 16 | 6  |     118     |    15    |   1.14   |     0.25    |  0.73  |   0.70  | ibmq_manhattan |
|   1108   |   6   |   45  |  13  |  8   |    0.29    | 8  | 12 | 10 | 9  |  11 |  8  |  10 | 9  | 9  |     137     |    15    |   2.17   |     0.13    |  1.44  |   0.69  | ibmq_peekskill |
|   1109   |   5   |   26  |  3   |  8   |    0.12    | 7  | 3  | 3  | 7  |  5  |  4  |  2  | 6  | 8  |      73     |    15    |   0.60   |     0.19    |  0.33  |   0.73  | ibmq_peekskill |
